ID,ISLEAF,ISSHORTTERM,PARENT_ID,CAT1,CAT2,DESCRIPTION
L10391-10429-18,1,0,0,10391,10429,New procedures
L10391-10429-19,1,0,0,10391,10429,Improved procedure
L10391-10429-2,1,0,0,10391,10429,Increased attention to detail
L10391-10429-20,1,0,0,10391,10429,Procedural checklist
L10391-10429-21,1,0,0,10391,10429,Custom Attribute
L10391-10429-3,1,0,0,10391,10429,"Increased oversight, supervision, or leadership"
L10391-10429-4,1,0,0,10391,10429,Improved methods of communication
L10391-10429-5,1,0,0,10391,10429,Improved communication thru team huddles or meetings
L10391-10429-6,1,0,0,10391,10429,Additional training
L10391-10429-7,1,0,0,10391,10429,Review of key processes
L10391-10429-8,1,0,0,10391,10429,Establishment of process improvement program
L10391-10429-9,1,0,0,10391,10429,Establishment of safety culture program
L10391-10445-1,1,0,0,10391,10445,Decreased interruptions/distractions
L10391-10445-10,1,0,0,10391,10445,Additional training
L10391-10445-11,1,0,0,10391,10445,Review of key processes
L10391-10445-12,1,0,0,10391,10445,Evaluation of workload and staffing levels
L10391-10445-13,1,0,0,10391,10445,Establishment of process improvement program
L10391-10445-14,1,0,0,10391,10445,Establishment of safety culture program
L10391-10445-15,1,0,0,10391,10445,Hiring of additional personnel/expertise
L10391-10445-16,1,0,0,10391,10445,New or upgraded software/machine
L10391-10445-17,1,0,0,10391,10445,Improved IT support/networking
L10391-10445-18,1,0,0,10391,10445,Improved vendor support/service
L10391-10445-19,1,0,0,10391,10445,New or improved equipment/instrumentation
L10391-10445-2,1,0,0,10391,10445,New procedures
L10391-10445-20,1,0,0,10391,10445,Internal/external audits with recommendations
L10391-10445-21,1,0,0,10391,10445,Creation of team to implement action plan
L10391-10445-3,1,0,0,10391,10445,Improved procedure
L10391-10445-4,1,0,0,10391,10445,Increased attention to detail
L10391-10445-5,1,0,0,10391,10445,Procedural checklist
L10391-10445-6,1,0,0,10391,10445,Custom Attribute
L10391-10445-7,1,0,0,10391,10445,"Increased oversight, supervision, or leadership"
L10391-10445-8,1,0,0,10391,10445,Improved methods of communication
L10391-10445-9,1,0,0,10391,10445,Improved communication thru team huddles or meetings
L10391-10473-1,1,0,0,10391,10473,Decreased interruptions/distractions
L10391-10473-10,1,0,0,10391,10473,New procedures
L10391-10473-11,1,0,0,10391,10473,Improved procedure
L10391-10473-12,1,0,0,10391,10473,Increased attention to detail
L10391-10473-13,1,0,0,10391,10473,Procedural checklist
L10391-10473-14,1,0,0,10391,10473,Custom Attribute
L10391-10473-15,1,0,0,10391,10473,"Increased oversight, supervision, or leadership"
L10391-10473-16,1,0,0,10391,10473,Improved methods of communication
L10391-10473-17,1,0,0,10391,10473,Improved communication thru team huddles or meetings
L10391-10473-18,1,0,0,10391,10473,Additional training
L10391-10473-19,1,0,0,10391,10473,Review of key processes
L10391-10473-2,1,0,0,10391,10473,Evaluation of workload and staffing levels
L10391-10473-20,1,0,0,10391,10473,Establishment of process improvement program
L10391-10473-21,1,0,0,10391,10473,Establishment of safety culture program
L10391-10473-3,1,0,0,10391,10473,Hiring of additional personnel/expertise
L10391-10473-4,1,0,0,10391,10473,New or upgraded software/machine
L10391-10473-5,1,0,0,10391,10473,Improved IT support/networking
L10391-10473-6,1,0,0,10391,10473,Improved vendor support/service
L10391-10473-7,1,0,0,10391,10473,New or improved equipment/instrumentation
L10391-10473-8,1,0,0,10391,10473,Internal/external audits with recommendations
L10391-10473-9,1,0,0,10391,10473,Creation of team to implement action plan
L10391-10493-1,1,0,0,10391,10493,Decreased interruptions/distractions
L10391-10493-10,1,0,0,10391,10493,New procedures
L10391-10493-11,1,0,0,10391,10493,Improved procedure
L10391-10493-12,1,0,0,10391,10493,Increased attention to detail
L10391-10493-13,1,0,0,10391,10493,Procedural checklist
L10391-10493-14,1,0,0,10391,10493,Custom Attribute
L10391-10493-15,1,0,0,10391,10493,"Increased oversight, supervision, or leadership"
L10391-10493-16,1,0,0,10391,10493,Improved methods of communication
L10391-10493-17,1,0,0,10391,10493,Improved communication thru team huddles or meetings
L10391-10493-18,1,0,0,10391,10493,Additional training
L10391-10493-19,1,0,0,10391,10493,Review of key processes
L10391-10493-2,1,0,0,10391,10493,Evaluation of workload and staffing levels
L10391-10493-20,1,0,0,10391,10493,Establishment of process improvement program
L10391-10493-21,1,0,0,10391,10493,Establishment of safety culture program
L10391-10493-3,1,0,0,10391,10493,Hiring of additional personnel/expertise
L10391-10493-4,1,0,0,10391,10493,New or upgraded software/machine
L10391-10493-5,1,0,0,10391,10493,Improved IT support/networking
L10391-10493-6,1,0,0,10391,10493,Improved vendor support/service
L10391-10493-7,1,0,0,10391,10493,New or improved equipment/instrumentation
L10391-10493-8,1,0,0,10391,10493,Internal/external audits with recommendations
L10391-10493-9,1,0,0,10391,10493,Creation of team to implement action plan
L10391-10506-1,1,0,0,10391,10506,Decreased interruptions/distractions
L10391-10506-10,1,0,0,10391,10506,Evaluation of workload and staffing levels
L10391-10506-11,1,0,0,10391,10506,Hiring of additional personnel/expertise
L10391-10506-12,1,0,0,10391,10506,New or upgraded software/machine
L10391-10506-13,1,0,0,10391,10506,Improved IT support/networking
L10391-10506-14,1,0,0,10391,10506,Improved vendor support/service
L10391-10506-15,1,0,0,10391,10506,New or improved equipment/instrumentation
L10391-10506-16,1,0,0,10391,10506,Internal/external audits with recommendations
L10391-10506-17,1,0,0,10391,10506,Creation of team to implement action plan
L10391-10506-18,1,0,0,10391,10506,New procedures
L10391-10506-19,1,0,0,10391,10506,Improved procedure
L10391-10506-2,1,0,0,10391,10506,Increased attention to detail
L10391-10506-20,1,0,0,10391,10506,Procedural checklist
L10391-10506-21,1,0,0,10391,10506,Custom Attribute
L10391-10506-3,1,0,0,10391,10506,"Increased oversight, supervision, or leadership"
L10391-10506-4,1,0,0,10391,10506,Improved methods of communication
L10391-10506-5,1,0,0,10391,10506,Improved communication thru team huddles or meetings
L10391-10506-6,1,0,0,10391,10506,Additional training
L10391-10506-7,1,0,0,10391,10506,Review of key processes
L10391-10506-8,1,0,0,10391,10506,Establishment of process improvement program
L10391-10506-9,1,0,0,10391,10506,Establishment of safety culture program
L10391-10545-1,1,0,0,10391,10545,Decreased interruptions/distractions
L10391-10545-10,1,0,0,10391,10545,Additional training
L10391-10545-11,1,0,0,10391,10545,Review of key processes
L10391-10545-12,1,0,0,10391,10545,Evaluation of workload and staffing levels
L10391-10545-13,1,0,0,10391,10545,Establishment of process improvement program
L10391-10545-14,1,0,0,10391,10545,Establishment of safety culture program
L10391-10545-15,1,0,0,10391,10545,Hiring of additional personnel/expertise
L10391-10545-16,1,0,0,10391,10545,New or upgraded software/machine
L10391-10545-17,1,0,0,10391,10545,Improved IT support/networking
L10391-10545-18,1,0,0,10391,10545,Improved vendor support/service
L10391-10545-19,1,0,0,10391,10545,New or improved equipment/instrumentation
L10391-10545-2,1,0,0,10391,10545,New procedures
L10391-10545-20,1,0,0,10391,10545,Internal/external audits with recommendations
L10391-10545-21,1,0,0,10391,10545,Creation of team to implement action plan
L10391-10545-3,1,0,0,10391,10545,Improved procedure
L10391-10545-4,1,0,0,10391,10545,Increased attention to detail
L10391-10545-5,1,0,0,10391,10545,Procedural checklist
L10391-10545-6,1,0,0,10391,10545,Custom Attribute
L10391-10545-7,1,0,0,10391,10545,"Increased oversight, supervision, or leadership"
L10391-10545-8,1,0,0,10391,10545,Improved methods of communication
L10391-10545-9,1,0,0,10391,10545,Improved communication thru team huddles or meetings
L10554-10555-1,1,0,0,10554,10555,Additional training
L10554-10555-10,1,0,0,10554,10555,Improved equipment/instrumentation
L10554-10555-11,1,0,0,10554,10555,New machine/equipment
L10554-10555-12,1,0,0,10554,10555,Internal audits with recommendations
L10554-10555-13,1,0,0,10554,10555,External audits with recommendations
L10554-10555-14,1,0,0,10554,10555,Review of key processes
L10554-10555-15,1,0,0,10554,10555,Establishment of continuous improvement program
L10554-10555-16,1,0,0,10554,10555,Custom Attribute
L10554-10555-2,1,0,0,10554,10555,New procedures
L10554-10555-3,1,0,0,10554,10555,Improved procedure
L10554-10555-4,1,0,0,10554,10555,Procedural checklist
L10554-10555-5,1,0,0,10554,10555,Increased oversight or supervision
L10554-10555-6,1,0,0,10554,10555,Increased attention to detail
L10554-10555-7,1,0,0,10554,10555,Improved communication through periodic meetings
L10554-10555-8,1,0,0,10554,10555,Evaluation of workload and staffing levels
L10554-10555-9,1,0,0,10554,10555,Hiring of additional personnel/expertise
L10554-10571-1,1,0,0,10554,10571,Additional training
L10554-10571-10,1,0,0,10554,10571,Improved equipment/instrumentation
L10554-10571-11,1,0,0,10554,10571,New machine/equipment
L10554-10571-12,1,0,0,10554,10571,Internal audits with recommendations
L10554-10571-13,1,0,0,10554,10571,External audits with recommendations
L10554-10571-14,1,0,0,10554,10571,Review of key processes
L10554-10571-15,1,0,0,10554,10571,Establishment of continuous improvement program
L10554-10571-16,1,0,0,10554,10571,Custom Attribute
L10554-10571-2,1,0,0,10554,10571,New procedures
L10554-10571-3,1,0,0,10554,10571,Improved procedure
L10554-10571-4,1,0,0,10554,10571,Procedural checklist
L10554-10571-5,1,0,0,10554,10571,Increased oversight or supervision
L10554-10571-6,1,0,0,10554,10571,Increased attention to detail
L10554-10571-7,1,0,0,10554,10571,Improved communication through periodic meetings
L10554-10571-8,1,0,0,10554,10571,Evaluation of workload and staffing levels
L10554-10571-9,1,0,0,10554,10571,Hiring of additional personnel/expertise
L10554-10587-1,1,0,0,10554,10587,Additional training
L10554-10587-10,1,0,0,10554,10587,Improved equipment/instrumentation
L10554-10587-11,1,0,0,10554,10587,New machine/equipment
L10554-10587-12,1,0,0,10554,10587,Internal audits with recommendations
L10554-10587-13,1,0,0,10554,10587,External audits with recommendations
L10554-10587-14,1,0,0,10554,10587,Review of key processes
L10554-10587-15,1,0,0,10554,10587,Establishment of continuous improvement program
L10554-10587-16,1,0,0,10554,10587,Custom Attribute
L10554-10587-2,1,0,0,10554,10587,New procedures
L10554-10587-3,1,0,0,10554,10587,Improved procedure
L10554-10587-4,1,0,0,10554,10587,Procedural checklist
L10554-10587-5,1,0,0,10554,10587,Increased oversight or supervision
L10554-10587-6,1,0,0,10554,10587,Increased attention to detail
L10554-10587-7,1,0,0,10554,10587,Improved communication through periodic meetings
L10554-10587-8,1,0,0,10554,10587,Evaluation of workload and staffing levels
L10554-10587-9,1,0,0,10554,10587,Hiring of additional personnel/expertise
L10554-10618-1,1,0,0,10554,10618,Additional training
L10554-10618-10,1,0,0,10554,10618,Improved equipment/instrumentation
L10554-10618-11,1,0,0,10554,10618,New machine/equipment
L10554-10618-12,1,0,0,10554,10618,Internal audits with recommendations
L10554-10618-13,1,0,0,10554,10618,External audits with recommendations
L10554-10618-14,1,0,0,10554,10618,Review of key processes
L10554-10618-15,1,0,0,10554,10618,Establishment of continuous improvement program
L10554-10618-16,1,0,0,10554,10618,Custom Attribute
L10554-10618-2,1,0,0,10554,10618,New procedures
L10554-10618-3,1,0,0,10554,10618,Improved procedure
L10554-10618-4,1,0,0,10554,10618,Procedural checklist
L10554-10618-5,1,0,0,10554,10618,Increased oversight or supervision
L10554-10618-6,1,0,0,10554,10618,Increased attention to detail
L10554-10618-7,1,0,0,10554,10618,Improved communication through periodic meetings
L10554-10618-8,1,0,0,10554,10618,Evaluation of workload and staffing levels
L10554-10618-9,1,0,0,10554,10618,Hiring of additional personnel/expertise
L10554-10627-1,1,0,0,10554,10627,Additional training
L10554-10627-10,1,0,0,10554,10627,Improved equipment/instrumentation
L10554-10627-11,1,0,0,10554,10627,New machine/equipment
L10554-10627-12,1,0,0,10554,10627,Internal audits with recommendations
L10554-10627-13,1,0,0,10554,10627,External audits with recommendations
L10554-10627-14,1,0,0,10554,10627,Review of key processes
L10554-10627-15,1,0,0,10554,10627,Establishment of continuous improvement program
L10554-10627-16,1,0,0,10554,10627,Custom Attribute
L10554-10627-2,1,0,0,10554,10627,New procedures
L10554-10627-3,1,0,0,10554,10627,Improved procedure
L10554-10627-4,1,0,0,10554,10627,Procedural checklist
L10554-10627-5,1,0,0,10554,10627,Increased oversight or supervision
L10554-10627-6,1,0,0,10554,10627,Increased attention to detail
L10554-10627-7,1,0,0,10554,10627,Improved communication through periodic meetings
L10554-10627-8,1,0,0,10554,10627,Evaluation of workload and staffing levels
L10554-10627-9,1,0,0,10554,10627,Hiring of additional personnel/expertise
L10682-10685-1,1,0,0,10682,10685,Decreased interruptions/distractions
L10682-10685-10,1,0,0,10682,10685,New procedures
L10682-10685-11,1,0,0,10682,10685,Improved procedure
L10682-10685-12,1,0,0,10682,10685,Increased attention to detail
L10682-10685-13,1,0,0,10682,10685,Procedural checklist
L10682-10685-14,1,0,0,10682,10685,Custom Attribute
L10682-10685-15,1,0,0,10682,10685,"Increased oversight, supervision, or leadership"
L10682-10685-16,1,0,0,10682,10685,Improved methods of communication
L10682-10685-17,1,0,0,10682,10685,Improved communication thru team huddles or meetings
L10682-10685-18,1,0,0,10682,10685,Additional training
L10682-10685-19,1,0,0,10682,10685,Review of key processes
L10682-10685-2,1,0,0,10682,10685,Evaluation of workload and staffing levels
L10682-10685-20,1,0,0,10682,10685,Establishment of process improvement program
L10682-10685-21,1,0,0,10682,10685,Establishment of safety culture program
L10682-10685-3,1,0,0,10682,10685,Hiring of additional personnel/expertise
L10682-10685-4,1,0,0,10682,10685,New or upgraded software/machine
L10682-10685-5,1,0,0,10682,10685,Improved IT support/networking
L10682-10685-6,1,0,0,10682,10685,Improved vendor support/service
L10682-10685-7,1,0,0,10682,10685,New or improved equipment/instrumentation
L10682-10685-8,1,0,0,10682,10685,Internal/external audits with recommendations
L10682-10685-9,1,0,0,10682,10685,Creation of team to implement action plan
L10682-11866-1,1,0,0,10682,11866,Decreased interruptions/distractions
L10682-11866-10,1,0,0,10682,11866,Additional training
L10682-11866-11,1,0,0,10682,11866,Review of key processes
L10682-11866-12,1,0,0,10682,11866,Evaluation of workload and staffing levels
L10682-11866-13,1,0,0,10682,11866,Establishment of process improvement program
L10682-11866-14,1,0,0,10682,11866,Establishment of safety culture program
L10682-11866-15,1,0,0,10682,11866,Hiring of additional personnel/expertise
L10682-11866-16,1,0,0,10682,11866,New or upgraded software/machine
L10682-11866-17,1,0,0,10682,11866,Improved IT support/networking
L10682-11866-18,1,0,0,10682,11866,Improved vendor support/service
L10682-11866-19,1,0,0,10682,11866,New or improved equipment/instrumentation
L10682-11866-2,1,0,0,10682,11866,New procedures
L10682-11866-20,1,0,0,10682,11866,Internal/external audits with recommendations
L10682-11866-21,1,0,0,10682,11866,Creation of team to implement action plan
L10682-11866-3,1,0,0,10682,11866,Improved procedure
L10682-11866-4,1,0,0,10682,11866,Increased attention to detail
L10682-11866-5,1,0,0,10682,11866,Procedural checklist
L10682-11866-6,1,0,0,10682,11866,Custom Attribute
L10682-11866-7,1,0,0,10682,11866,"Increased oversight, supervision, or leadership"
L10682-11866-8,1,0,0,10682,11866,Improved methods of communication
L10682-11866-9,1,0,0,10682,11866,Improved communication thru team huddles or meetings
L10682-12312-1,1,0,0,10682,12312,Decreased interruptions/distractions
L10682-12312-10,1,0,0,10682,12312,New procedures
L10682-12312-11,1,0,0,10682,12312,Improved procedure
L10682-12312-12,1,0,0,10682,12312,Increased attention to detail
L10682-12312-13,1,0,0,10682,12312,Procedural checklist
L10682-12312-14,1,0,0,10682,12312,Custom Attribute
L10682-12312-15,1,0,0,10682,12312,"Increased oversight, supervision, or leadership"
L10682-12312-16,1,0,0,10682,12312,Improved methods of communication
L10682-12312-17,1,0,0,10682,12312,Improved communication thru team huddles or meetings
L10682-12312-18,1,0,0,10682,12312,Additional training
L10682-12312-19,1,0,0,10682,12312,Review of key processes
L10682-12312-2,1,0,0,10682,12312,Evaluation of workload and staffing levels
L10682-12312-20,1,0,0,10682,12312,Establishment of process improvement program
L10682-12312-21,1,0,0,10682,12312,Establishment of safety culture program
L10682-12312-3,1,0,0,10682,12312,Hiring of additional personnel/expertise
L10682-12312-4,1,0,0,10682,12312,New or upgraded software/machine
L10682-12312-5,1,0,0,10682,12312,Improved IT support/networking
L10682-12312-6,1,0,0,10682,12312,Improved vendor support/service
L10682-12312-7,1,0,0,10682,12312,New or improved equipment/instrumentation
L10682-12312-8,1,0,0,10682,12312,Internal/external audits with recommendations
L10682-12312-9,1,0,0,10682,12312,Creation of team to implement action plan
L10695-10696-1,1,0,0,10695,10696,Decreased interruptions/distractions
L10695-10696-10,1,0,0,10695,10696,Evaluation of workload and staffing levels
L10695-10696-11,1,0,0,10695,10696,Hiring of additional personnel/expertise
L10695-10696-12,1,0,0,10695,10696,New or upgraded software/machine
L10695-10696-13,1,0,0,10695,10696,Improved IT support/networking
L10695-10696-14,1,0,0,10695,10696,Improved vendor support/service
L10695-10696-15,1,0,0,10695,10696,New or improved equipment/instrumentation
L10695-10696-16,1,0,0,10695,10696,Internal/external audits with recommendations
L10695-10696-17,1,0,0,10695,10696,Creation of team to implement action plan
L10695-10696-18,1,0,0,10695,10696,New procedures
L10695-10696-19,1,0,0,10695,10696,Improved procedure
L10695-10696-2,1,0,0,10695,10696,Increased attention to detail
L10695-10696-20,1,0,0,10695,10696,Procedural checklist
L10695-10696-21,1,0,0,10695,10696,Custom Attribute
L10695-10696-3,1,0,0,10695,10696,"Increased oversight, supervision, or leadership"
L10695-10696-4,1,0,0,10695,10696,Improved methods of communication
L10695-10696-5,1,0,0,10695,10696,Improved communication thru team huddles or meetings
L10695-10696-6,1,0,0,10695,10696,Additional training
L10695-10696-7,1,0,0,10695,10696,Review of key processes
L10695-10696-8,1,0,0,10695,10696,Establishment of process improvement program
L10695-10696-9,1,0,0,10695,10696,Establishment of safety culture program
L10708-10709-1,1,0,0,10708,10709,Additional training
L10708-10709-10,1,0,0,10708,10709,New machine/equipment
L10708-10709-11,1,0,0,10708,10709,Internal audits with recommendations
L10708-10709-12,1,0,0,10708,10709,External audits with recommendations
L10708-10709-13,1,0,0,10708,10709,Review of key processes
L10708-10709-14,1,0,0,10708,10709,Establishment of continuous improvement program
L10708-10709-15,1,0,0,10708,10709,Custom Attribute
L10708-10709-16,1,0,0,10708,10709,New procedures
L10708-10709-2,1,0,0,10708,10709,Improved procedure
L10708-10709-3,1,0,0,10708,10709,Procedural checklist
L10708-10709-4,1,0,0,10708,10709,Increased oversight or supervision
L10708-10709-5,1,0,0,10708,10709,Increased attention to detail
L10708-10709-6,1,0,0,10708,10709,Improved communication through periodic meetings
L10708-10709-7,1,0,0,10708,10709,Evaluation of workload and staffing levels
L10708-10709-8,1,0,0,10708,10709,Hiring of additional personnel/expertise
L10708-10709-9,1,0,0,10708,10709,Improved equipment/instrumentation
L10708-10726-1,1,0,0,10708,10726,Decreased interruptions/distractions
L10708-10726-10,1,0,0,10708,10726,Evaluation of workload and staffing levels
L10708-10726-11,1,0,0,10708,10726,Hiring of additional personnel/expertise
L10708-10726-12,1,0,0,10708,10726,New or upgraded software/machine
L10708-10726-13,1,0,0,10708,10726,Improved IT support/networking
L10708-10726-14,1,0,0,10708,10726,Improved vendor support/service
L10708-10726-15,1,0,0,10708,10726,New or improved equipment/instrumentation
L10708-10726-16,1,0,0,10708,10726,Internal/external audits with recommendations
L10708-10726-17,1,0,0,10708,10726,Creation of team to implement action plan
L10708-10726-18,1,0,0,10708,10726,New procedures
L10708-10726-19,1,0,0,10708,10726,Improved procedure
L10708-10726-2,1,0,0,10708,10726,Increased attention to detail
L10708-10726-20,1,0,0,10708,10726,Procedural checklist
L10708-10726-21,1,0,0,10708,10726,Custom Attribute
L10708-10726-3,1,0,0,10708,10726,"Increased oversight, supervision, or leadership"
L10708-10726-4,1,0,0,10708,10726,Improved methods of communication
L10708-10726-5,1,0,0,10708,10726,Improved communication thru team huddles or meetings
L10708-10726-6,1,0,0,10708,10726,Additional training
L10708-10726-7,1,0,0,10708,10726,Review of key processes
L10708-10726-8,1,0,0,10708,10726,Establishment of process improvement program
L10708-10726-9,1,0,0,10708,10726,Establishment of safety culture program
L10746-10747-1,1,0,0,10746,10747,Decreased interruptions/distractions
L10746-10747-10,1,0,0,10746,10747,Additional training
L10746-10747-11,1,0,0,10746,10747,Review of key processes
L10746-10747-12,1,0,0,10746,10747,Evaluation of workload and staffing levels
L10746-10747-13,1,0,0,10746,10747,Establishment of process improvement program
L10746-10747-14,1,0,0,10746,10747,Establishment of safety culture program
L10746-10747-15,1,0,0,10746,10747,Hiring of additional personnel/expertise
L10746-10747-16,1,0,0,10746,10747,New or upgraded software/machine
L10746-10747-17,1,0,0,10746,10747,Improved IT support/networking
L10746-10747-18,1,0,0,10746,10747,Improved vendor support/service
L10746-10747-19,1,0,0,10746,10747,New or improved equipment/instrumentation
L10746-10747-2,1,0,0,10746,10747,New procedures
L10746-10747-20,1,0,0,10746,10747,Internal/external audits with recommendations
L10746-10747-21,1,0,0,10746,10747,Creation of team to implement action plan
L10746-10747-3,1,0,0,10746,10747,Improved procedure
L10746-10747-4,1,0,0,10746,10747,Increased attention to detail
L10746-10747-5,1,0,0,10746,10747,Procedural checklist
L10746-10747-6,1,0,0,10746,10747,Custom Attribute
L10746-10747-7,1,0,0,10746,10747,"Increased oversight, supervision, or leadership"
L10746-10747-8,1,0,0,10746,10747,Improved methods of communication
L10746-10747-9,1,0,0,10746,10747,Improved communication thru team huddles or meetings
L10746-10758-1,1,0,0,10746,10758,Decreased interruptions/distractions
L10746-10758-10,1,0,0,10746,10758,New procedures
L10746-10758-11,1,0,0,10746,10758,Improved procedure
L10746-10758-12,1,0,0,10746,10758,Increased attention to detail
L10746-10758-13,1,0,0,10746,10758,Procedural checklist
L10746-10758-14,1,0,0,10746,10758,Custom Attribute
L10746-10758-15,1,0,0,10746,10758,"Increased oversight, supervision, or leadership"
L10746-10758-16,1,0,0,10746,10758,Improved methods of communication
L10746-10758-17,1,0,0,10746,10758,Improved communication thru team huddles or meetings
L10746-10758-18,1,0,0,10746,10758,Additional training
L10746-10758-19,1,0,0,10746,10758,Review of key processes
L10746-10758-2,1,0,0,10746,10758,Evaluation of workload and staffing levels
L10746-10758-20,1,0,0,10746,10758,Establishment of process improvement program
L10746-10758-21,1,0,0,10746,10758,Establishment of safety culture program
L10746-10758-3,1,0,0,10746,10758,Hiring of additional personnel/expertise
L10746-10758-4,1,0,0,10746,10758,New or upgraded software/machine
L10746-10758-5,1,0,0,10746,10758,Improved IT support/networking
L10746-10758-6,1,0,0,10746,10758,Improved vendor support/service
L10746-10758-7,1,0,0,10746,10758,New or improved equipment/instrumentation
L10746-10758-8,1,0,0,10746,10758,Internal/external audits with recommendations
L10746-10758-9,1,0,0,10746,10758,Creation of team to implement action plan
L10774-10775-1,1,0,0,10774,10775,Decreased interruptions/distractions
L10774-10775-10,1,0,0,10774,10775,Evaluation of workload and staffing levels
L10774-10775-11,1,0,0,10774,10775,Hiring of additional personnel/expertise
L10774-10775-12,1,0,0,10774,10775,New or upgraded software/machine
L10774-10775-13,1,0,0,10774,10775,Improved IT support/networking
L10774-10775-14,1,0,0,10774,10775,Improved vendor support/service
L10774-10775-15,1,0,0,10774,10775,New or improved equipment/instrumentation
L10774-10775-16,1,0,0,10774,10775,Internal/external audits with recommendations
L10774-10775-17,1,0,0,10774,10775,Creation of team to implement action plan
L10774-10775-18,1,0,0,10774,10775,New procedures
L10774-10775-19,1,0,0,10774,10775,Improved procedure
L10774-10775-2,1,0,0,10774,10775,Increased attention to detail
L10774-10775-20,1,0,0,10774,10775,Procedural checklist
L10774-10775-21,1,0,0,10774,10775,Custom Attribute
L10774-10775-3,1,0,0,10774,10775,"Increased oversight, supervision, or leadership"
L10774-10775-4,1,0,0,10774,10775,Improved methods of communication
L10774-10775-5,1,0,0,10774,10775,Improved communication thru team huddles or meetings
L10774-10775-6,1,0,0,10774,10775,Additional training
L10774-10775-7,1,0,0,10774,10775,Review of key processes
L10774-10775-8,1,0,0,10774,10775,Establishment of process improvement program
L10774-10775-9,1,0,0,10774,10775,Establishment of safety culture program
L10774-10790-1,1,0,0,10774,10790,Decreased interruptions/distractions
L10774-10790-10,1,0,0,10774,10790,Evaluation of workload and staffing levels
L10774-10790-11,1,0,0,10774,10790,Hiring of additional personnel/expertise
L10774-10790-12,1,0,0,10774,10790,New or upgraded software/machine
L10774-10790-13,1,0,0,10774,10790,Improved IT support/networking
L10774-10790-14,1,0,0,10774,10790,Improved vendor support/service
L10774-10790-15,1,0,0,10774,10790,New or improved equipment/instrumentation
L10774-10790-16,1,0,0,10774,10790,Internal/external audits with recommendations
L10774-10790-17,1,0,0,10774,10790,Creation of team to implement action plan
L10774-10790-18,1,0,0,10774,10790,New procedures
L10774-10790-19,1,0,0,10774,10790,Improved procedure
L10774-10790-2,1,0,0,10774,10790,Increased attention to detail
L10774-10790-20,1,0,0,10774,10790,Procedural checklist
L10774-10790-21,1,0,0,10774,10790,Custom Attribute
L10774-10790-3,1,0,0,10774,10790,"Increased oversight, supervision, or leadership"
L10774-10790-4,1,0,0,10774,10790,Improved methods of communication
L10774-10790-5,1,0,0,10774,10790,Improved communication thru team huddles or meetings
L10774-10790-6,1,0,0,10774,10790,Additional training
L10774-10790-7,1,0,0,10774,10790,Review of key processes
L10774-10790-8,1,0,0,10774,10790,Establishment of process improvement program
L10774-10790-9,1,0,0,10774,10790,Establishment of safety culture program
L10774-10810-1,1,0,0,10774,10810,Decreased interruptions/distractions
L10774-10810-10,1,0,0,10774,10810,Evaluation of workload and staffing levels
L10774-10810-11,1,0,0,10774,10810,Hiring of additional personnel/expertise
L10774-10810-12,1,0,0,10774,10810,New or upgraded software/machine
L10774-10810-13,1,0,0,10774,10810,Improved IT support/networking
L10774-10810-14,1,0,0,10774,10810,Improved vendor support/service
L10774-10810-15,1,0,0,10774,10810,New or improved equipment/instrumentation
L10774-10810-16,1,0,0,10774,10810,Internal/external audits with recommendations
L10774-10810-17,1,0,0,10774,10810,Creation of team to implement action plan
L10774-10810-18,1,0,0,10774,10810,New procedures
L10774-10810-19,1,0,0,10774,10810,Improved procedure
L10774-10810-2,1,0,0,10774,10810,Increased attention to detail
L10774-10810-20,1,0,0,10774,10810,Procedural checklist
L10774-10810-21,1,0,0,10774,10810,Custom Attribute
L10774-10810-3,1,0,0,10774,10810,"Increased oversight, supervision, or leadership"
L10774-10810-4,1,0,0,10774,10810,Improved methods of communication
L10774-10810-5,1,0,0,10774,10810,Improved communication thru team huddles or meetings
L10774-10810-6,1,0,0,10774,10810,Additional training
L10774-10810-7,1,0,0,10774,10810,Review of key processes
L10774-10810-8,1,0,0,10774,10810,Establishment of process improvement program
L10774-10810-9,1,0,0,10774,10810,Establishment of safety culture program
L10774-10855-1,1,0,0,10774,10855,Decreased interruptions/distractions
L10774-10855-10,1,0,0,10774,10855,Evaluation of workload and staffing levels
L10774-10855-11,1,0,0,10774,10855,Hiring of additional personnel/expertise
L10774-10855-12,1,0,0,10774,10855,New or upgraded software/machine
L10774-10855-13,1,0,0,10774,10855,Improved IT support/networking
L10774-10855-14,1,0,0,10774,10855,Improved vendor support/service
L10774-10855-15,1,0,0,10774,10855,New or improved equipment/instrumentation
L10774-10855-16,1,0,0,10774,10855,Internal/external audits with recommendations
L10774-10855-17,1,0,0,10774,10855,Creation of team to implement action plan
L10774-10855-18,1,0,0,10774,10855,New procedures
L10774-10855-19,1,0,0,10774,10855,Improved procedure
L10774-10855-2,1,0,0,10774,10855,Increased attention to detail
L10774-10855-20,1,0,0,10774,10855,Procedural checklist
L10774-10855-21,1,0,0,10774,10855,Custom Attribute
L10774-10855-3,1,0,0,10774,10855,"Increased oversight, supervision, or leadership"
L10774-10855-4,1,0,0,10774,10855,Improved methods of communication
L10774-10855-5,1,0,0,10774,10855,Improved communication thru team huddles or meetings
L10774-10855-6,1,0,0,10774,10855,Additional training
L10774-10855-7,1,0,0,10774,10855,Review of key processes
